campaign,platform,age_group,gender,location,impressions,clicks,spend,conversions,revenue,CTR,CPC,Conversion_Rate,ROAS,ROI
Festive Campaign,Instagram,18-24,Female,Bangalore,75279,3962,15149.39,39,6572.02,5.263087979383361,3.823672387682988,0.9843513377082282,0.43381416677503193,-56.618583322496804
New Product,Instagram,45-54,Male,Mumbai,68028,3683,22427.08,169,29687.51,5.413947198212501,6.089351072495249,4.588650556611458,1.3237349668347371,32.37349668347371
Fashion Week,Google,45-54,Female,Pune,119263,5313,36733.97,187,29358.75,4.454860266805296,6.913978919631094,3.5196687370600417,0.7992261658622795,-20.07738341377205
College Offer,Instagram,25-34,Male,Bangalore,15126,964,8184.44,41,6098.61,6.373132354885628,8.490082987551867,4.253112033195021,0.7451468884859562,-25.48531115140437
New Product,Instagram,35-44,Male,Bangalore,67329,3745,30329.56,128,24016.07,5.562239154004961,8.09868090787717,3.417890520694259,0.7918370724797854,-20.816292752021464
College Offer,Instagram,18-24,Female,Bangalore,42632,2719,17280.31,155,24427.18,6.377838243572903,6.355391688120633,5.70062522986392,1.4135845942578575,41.35845942578575
Summer Sale,Instagram,18-24,Female,Mumbai,124945,6750,33935.55,334,53521.71,5.402377045900196,5.02748888888889,4.948148148148148,1.577157582535129,57.715758253512895
Summer Sale,Google,25-34,Male,Chandigarh,70176,3224,20366.21,78,16531.78,4.594163246694027,6.317062655086849,2.4193548387096775,0.8117258930355722,-18.827410696442787
Brand Awareness,Facebook,25-34,Female,Pune,149869,1651,11910.16,32,8179.05,1.101628755780048,7.213906723198062,1.9382192610539066,0.6867288096885349,-31.327119031146516
Tech Fest,Facebook,18-24,Female,Bangalore,49560,2279,7315.63,50,10225.46,4.598466505246166,3.210017551557701,2.1939447125932423,1.3977552172540162,39.775521725401624
Winter Sale,Instagram,18-24,Female,Hyderabad,91589,5418,26870.19,132,17262.58,5.9155575451200475,4.9594296788482835,2.436323366555925,0.6424435405927537,-35.75564594072464
Winter Sale,Facebook,25-34,Female,Chandigarh,37116,1743,13140.15,46,6006.76,4.696087940510831,7.53881239242685,2.63912794033276,0.45713024584955275,-54.28697541504472
College Offer,Facebook,18-24,Female,Hyderabad,147717,1477,7094.03,35,8861.97,0.9998849150740945,4.802999322951929,2.3696682464454977,1.2492151851627353,24.92151851627354
Brand Awareness,Instagram,45-54,Female,Pune,139085,11135,66044.29,712,115073.95,8.005895675306467,5.9312339470139195,6.394252357431522,1.7423754574392427,74.23754574392429
Winter Sale,Facebook,25-34,Female,Pune,132718,4422,26649.7,145,19268.96,3.331876610557724,6.026616915422886,3.2790592492085033,0.723046038041704,-27.695396195829602
Fashion Week,Instagram,18-24,Female,Bangalore,34256,2339,8436.44,128,26094.88,6.828000934142923,3.606857631466439,5.472424112868747,3.093115105423615,209.31151054236148
Winter Sale,Facebook,25-34,Male,Bangalore,115158,2593,12118.16,70,14511.76,2.2516889838309107,4.673413035094485,2.699575780948708,1.197521735973118,19.752173597311806
Diwali Offer,Facebook,35-44,Female,Mumbai,134719,5705,25712.82,137,28878.32,4.234740459771821,4.507067484662577,2.401402278702892,1.1231097950360949,12.310979503609484
Festive Campaign,Instagram,25-34,Male,Chandigarh,83244,3526,9369.22,130,20466.72,4.235740714045456,2.6571809415768572,3.68689733408962,2.184463594621538,118.44635946215377
Brand Awareness,Instagram,25-34,Female,Chandigarh,71264,3386,8956.48,149,18195.21,4.751347103726987,2.645150620200827,4.400472533963379,2.0315134963735755,103.15134963735753
Fashion Week,Facebook,35-44,Female,Bangalore,72545,4205,31496.22,207,52806.15,5.796402233096699,7.4901831153388825,4.922711058263971,1.67658690471428,67.658690471428
New Product,Facebook,45-54,Female,Pune,54224,1773,7337.43,72,11169.0,3.2697698436116847,4.138426395939087,4.060913705583756,1.5221951010094814,52.21951010094814
Fashion Week,Google,18-24,Female,Bangalore,112945,5377,30156.76,232,49797.33,4.760724246314578,5.608473126278594,4.314673609819602,1.6512824985177454,65.12824985177454
Tech Fest,Facebook,35-44,Male,Pune,28224,1282,5502.8,48,10508.55,4.542233560090702,4.292355694227769,3.74414976599064,1.909673257250854,90.96732572508539
New Product,Instagram,25-34,Male,Pune,55738,3397,27665.42,186,38204.59,6.094585381606803,8.144074183102736,5.475419487783338,1.380951021166496,38.095102116649585
Flash Sale,Instagram,18-24,Female,Bangalore,78731,4472,18137.45,176,28830.04,5.68010059569928,4.055780411449017,3.9355992844364938,1.5895310531524554,58.95310531524552
Festive Campaign,Facebook,35-44,Male,Delhi,23070,908,4610.77,17,2685.21,3.935847420892934,5.077940528634362,1.8722466960352422,0.5823777807177543,-41.76222192822458
Festive Campaign,Instagram,18-24,Female,Chandigarh,141161,11835,91560.08,623,126888.63,8.384043751461098,7.736381918039712,5.264047317279257,1.3858510171681808,38.58510171681807
Festive Campaign,Facebook,18-24,Female,Hyderabad,23666,811,6124.35,14,3377.55,3.4268570945660444,7.551602959309495,1.726263871763255,0.551495260721546,-44.8504739278454
Festive Campaign,Google,35-44,Male,Pune,72761,3449,12473.68,91,22981.39,4.740176743035417,3.6166077123804,2.638445926355465,1.8423905375157932,84.23905375157932
College Offer,Facebook,18-24,Male,Pune,51368,2445,17887.28,80,10786.15,4.759772621087058,7.315860940695296,3.2719836400818,0.6030067176228023,-39.69932823771976
Festive Campaign,Instagram,45-54,Female,Delhi,56914,3885,20392.84,141,19976.32,6.826088484379941,5.249122265122265,3.6293436293436296,0.9795751842313283,-2.042481576867177
Festive Campaign,Facebook,35-44,Female,Hyderabad,142738,7029,37941.23,224,56506.93,4.924406955400804,5.397813344714754,3.1867975529947365,1.4893278367622766,48.93278367622767
Festive Campaign,Facebook,45-54,Male,Mumbai,82526,3520,11619.1,35,7809.02,4.265322443835882,3.3008806818181817,0.9943181818181818,0.672084756994948,-32.7915243005052
Brand Awareness,Facebook,25-34,Female,Delhi,34956,744,2219.81,16,3897.91,2.1283899759697906,2.9836155913978493,2.1505376344086025,1.755965600659516,75.59656006595159
College Offer,Google,18-24,Male,Hyderabad,61240,3956,27168.37,174,25816.13,6.459830176355323,6.867636501516683,4.398382204246714,0.95022741518906,-4.977258481094
Summer Sale,Instagram,25-34,Female,Delhi,136008,5609,30730.4,119,24069.18,4.124022116346097,5.478766268497059,2.12159030130148,0.7832367948350818,-21.676320516491813
Fashion Week,Google,25-34,Female,Pune,109270,5313,27208.43,229,49958.54,4.862267777065983,5.121104837191794,4.310182571052136,1.8361419604144744,83.61419604144746
Fashion Week,Google,18-24,Male,Chandigarh,19757,710,4882.71,28,6026.04,3.5936630055170316,6.877056338028169,3.943661971830986,1.2341588994636175,23.415889946361755
New Product,Instagram,35-44,Male,Delhi,34097,1849,13115.1,35,6199.94,5.42276446608206,7.0930773391022175,1.8929150892374256,0.4727329566682678,-52.72670433317322
Brand Awareness,Instagram,18-24,Male,Mumbai,118892,7008,24201.77,222,27118.47,5.8944251926117825,3.4534489155251142,3.1678082191780823,1.120515978789981,12.051597878998109
Diwali Offer,Instagram,25-34,Female,Bangalore,85480,5031,30997.76,159,32055.93,5.885587271876462,6.161351619956271,3.1604054859868813,1.034136982801338,3.4136982801337963
Fashion Week,Instagram,25-34,Female,Hyderabad,61163,3673,12165.43,111,17253.2,6.005264620767457,3.312123604682821,3.02205281786006,1.418215385728248,41.8215385728248
Winter Sale,Instagram,35-44,Female,Delhi,34816,2589,18144.36,153,28004.45,7.4362362132352935,7.008250289687138,5.909617612977984,1.5434245131820576,54.34245131820576
Diwali Offer,Facebook,18-24,Female,Delhi,67853,2744,17676.11,77,19562.72,4.044036372746968,6.441731049562683,2.806122448979592,1.1067321939046544,10.673219390465439
Festive Campaign,Instagram,25-34,Male,Mumbai,111731,5817,47930.26,197,34645.39,5.20625430722002,8.239687123947052,3.386625408286058,0.7228291688799517,-27.71708311200482
Festive Campaign,Instagram,45-54,Female,Chandigarh,77823,5180,15093.22,109,25895.37,6.656129935880138,2.9137490347490345,2.1042471042471043,1.7156955242155087,71.56955242155087
College Offer,Google,25-34,Female,Delhi,16759,993,2822.43,48,7026.99,5.925174533086699,2.8423262839879153,4.833836858006042,2.4896950500100976,148.96950500100976
Diwali Offer,Instagram,25-34,Female,Delhi,107374,4323,18126.87,68,14561.82,4.026114329353474,4.193122831367106,1.5729817256534815,0.8033278773445167,-19.667212265548322
Winter Sale,Google,35-44,Male,Chandigarh,148554,7749,31540.24,293,75236.83,5.216284987277354,4.0702335785262616,3.7811330494257325,2.385423509776717,138.5423509776717
College Offer,Instagram,45-54,Female,Mumbai,39442,2501,9958.66,116,15574.74,6.340956340956342,3.9818712514994004,4.638144742103159,1.5639393251702538,56.39393251702538
New Product,Instagram,25-34,Female,Hyderabad,108501,5580,44291.4,296,35864.78,5.142809743688998,7.93752688172043,5.304659498207885,0.8097459100412269,-19.025408995877306
Diwali Offer,Facebook,25-34,Male,Hyderabad,17079,879,3513.61,18,3252.63,5.146671350781662,3.9972810011376567,2.04778156996587,0.925723116680565,-7.427688331943499
Brand Awareness,Facebook,45-54,Female,Delhi,148789,4939,20406.46,49,6515.41,3.319465820725995,4.131698724438145,0.9921036647094554,0.3192817372537912,-68.07182627462089
Festive Campaign,Google,18-24,Female,Chandigarh,74676,3472,24499.78,125,28096.73,4.64941882264717,7.056388248847926,3.6002304147465436,1.1468156040584854,14.681560405848545
Festive Campaign,Facebook,18-24,Male,Delhi,105397,3469,18033.39,167,41422.15,3.2913650293651617,5.19844047275872,4.814067454597867,2.2969696768050825,129.69696768050824
Tech Fest,Google,25-34,Female,Bangalore,87847,3969,28419.09,191,34525.72,4.518082575386752,7.16026455026455,4.812295288485765,1.2148777459095277,21.487774590952775
College Offer,Instagram,25-34,Female,Hyderabad,108607,4544,13142.14,154,24057.82,4.183892382627271,2.892196302816901,3.389084507042254,1.8305861906812742,83.05861906812741
Summer Sale,Instagram,18-24,Female,Pune,79077,2982,16178.62,69,12476.34,3.771008004856027,5.425425888665326,2.3138832997987926,0.771162188122349,-22.88378118776509
Summer Sale,Google,35-44,Male,Bangalore,53258,3415,9226.24,182,40273.45,6.412182207367907,2.701680819912152,5.329428989751098,4.36509889185627,336.50988918562706
College Offer,Google,45-54,Female,Delhi,134771,4694,13499.56,74,8973.8,3.482945143984982,2.875918193438432,1.5764806135492118,0.6647475917733615,-33.525240822663854
Brand Awareness,Google,45-54,Female,Mumbai,53000,1754,13924.35,56,11341.32,3.309433962264151,7.938625997719498,3.192702394526796,0.8144954701655732,-18.55045298344268
Flash Sale,Facebook,35-44,Male,Hyderabad,41737,417,1390.89,8,1646.89,0.9991134964180464,3.335467625899281,1.9184652278177456,1.184054813824242,18.405481382424203
College Offer,Instagram,35-44,Male,Pune,26485,1253,7135.24,59,12347.3,4.730979799886728,5.694525139664805,4.708699122106943,1.7304673704037985,73.04673704037987
Brand Awareness,Google,35-44,Female,Bangalore,53565,1559,7742.89,89,13695.6,2.910482591244283,4.966574727389353,5.708787684413085,1.768796922079482,76.8796922079482
New Product,Instagram,35-44,Female,Hyderabad,134614,10056,46097.31,546,120102.19,7.47024826541073,4.584060262529833,5.429594272076373,2.605405608266513,160.5405608266513
Festive Campaign,Google,35-44,Female,Chandigarh,80155,4578,36161.62,154,20450.4,5.711434096438151,7.898999563128004,3.3639143730886847,0.5655277612009639,-43.44722387990361
Winter Sale,Google,35-44,Female,Mumbai,67487,2479,6522.1,70,10352.85,3.6733000429712392,2.630939895119,2.8237192416296892,1.5873491666794437,58.73491666794437
Flash Sale,Facebook,45-54,Male,Bangalore,144948,8991,58286.3,192,46626.39,6.202914148522229,6.482738293849406,2.135468802135469,0.7999545347706064,-20.004546522939357
Diwali Offer,Google,35-44,Female,Chandigarh,27342,1552,12851.13,48,10724.22,5.6762489942213445,8.280367268041237,3.0927835051546393,0.8344962660871067,-16.550373391289327
Flash Sale,Google,18-24,Male,Delhi,55806,2293,13439.29,60,7315.46,4.108877181665054,5.861007413868295,2.6166593981683386,0.5443338152536331,-45.566618474636684
Winter Sale,Instagram,35-44,Male,Chandigarh,63770,1594,12944.77,25,3869.32,2.4996079661282735,8.120934755332497,1.5683814303638646,0.2989099072443929,-70.10900927556071
Tech Fest,Google,35-44,Female,Bangalore,93623,6786,19092.73,340,51005.75,7.2482189205643905,2.8135470085470087,5.010315355142941,2.67147495407938,167.147495407938
Festive Campaign,Facebook,45-54,Female,Bangalore,118177,2165,10852.63,21,3316.17,1.8319977660627702,5.012762124711316,0.9699769053117783,0.3055637204990864,-69.44362795009135
Summer Sale,Google,45-54,Male,Delhi,146026,3687,14972.71,132,20414.9,2.5248928273047264,4.060946569026308,3.580146460537022,1.3634739469341224,36.347394693412234
Brand Awareness,Instagram,35-44,Male,Chandigarh,90629,6096,41970.51,277,35664.77,6.726323803639012,6.8849261811023625,4.543963254593176,0.8497578418751641,-15.024215812483588
College Offer,Google,45-54,Female,Chandigarh,135993,10101,84724.99,497,91573.08,7.427588184685977,8.387782397782399,4.92030492030492,1.0808272742198022,8.082727421980216
College Offer,Instagram,25-34,Male,Delhi,141944,10164,41054.23,446,99271.88,7.160570365778053,4.03918044077135,4.3880362062180245,2.418067029877311,141.80670298773111
Summer Sale,Instagram,45-54,Female,Chandigarh,120947,7470,47995.11,331,67835.95,6.176259022547066,6.425048192771085,4.431057563587684,1.4133929477398843,41.33929477398843
Flash Sale,Google,45-54,Female,Hyderabad,41399,2158,7959.97,101,21634.41,5.212686296770453,3.688586654309546,4.680259499536608,2.7179009468628648,171.79009468628647
Festive Campaign,Instagram,45-54,Male,Delhi,143177,9341,55037.0,317,41641.4,6.524092556765402,5.891981586553902,3.3936409378010923,0.756607373221651,-24.33926267783491
Fashion Week,Instagram,45-54,Male,Mumbai,124575,7986,42194.79,286,72417.69,6.410596026490066,5.2835950413223145,3.581267217630854,1.716270895056001,71.62708950560011
Brand Awareness,Google,18-24,Female,Bangalore,125904,6090,50742.07,191,45341.27,4.837018680899733,8.332031198686371,3.136288998357964,0.8935636642336428,-10.643633576635725
New Product,Google,18-24,Male,Mumbai,45678,2112,12991.26,37,8610.37,4.623670038092736,6.151164772727273,1.7518939393939392,0.6627817471130591,-33.721825288694085
Winter Sale,Facebook,18-24,Female,Hyderabad,91218,3124,14361.15,54,12701.76,3.424762656493236,4.597039052496799,1.7285531370038414,0.8844528467427748,-11.554715325722519
Flash Sale,Facebook,35-44,Female,Hyderabad,78230,2030,6464.69,34,8519.7,2.594912437683753,3.1845763546798027,1.6748768472906401,1.317882218636934,31.788221863693405
Diwali Offer,Facebook,35-44,Female,Pune,89055,2816,9595.47,102,20011.95,3.162090842737634,3.4074822443181816,3.6221590909090913,2.085562249686571,108.5562249686571
Tech Fest,Instagram,25-34,Male,Pune,87258,3026,11655.85,92,13619.63,3.4678768708886287,3.8519001982815597,3.040317250495704,1.1684802052188386,16.84802052188385
College Offer,Instagram,18-24,Female,Pune,54986,2959,11853.16,119,24555.61,5.381369803222639,4.0057992565055764,4.021628928692126,2.0716509352780186,107.16509352780189
Flash Sale,Facebook,35-44,Female,Delhi,100595,2327,17693.8,73,16352.25,2.3132362443461405,7.603695745595187,3.137086377309841,0.9241796561507422,-7.58203438492579
Tech Fest,Google,45-54,Female,Chandigarh,116358,3695,21679.81,89,19874.45,3.1755444404338333,5.867336941813262,2.408660351826793,0.9167262074713755,-8.327379252862457
Winter Sale,Google,45-54,Female,Hyderabad,79929,3769,21258.46,147,28371.42,4.715434948516808,5.640344919076678,3.9002387901300084,1.3345943215077667,33.45943215077668
College Offer,Google,18-24,Female,Mumbai,88506,5461,17413.02,224,29026.87,6.170203150068922,3.188613806995056,4.1018128547885,1.6669635709371493,66.69635709371492
College Offer,Instagram,25-34,Female,Mumbai,49911,3295,25242.46,158,27169.02,6.601751116988239,7.660837632776935,4.795144157814871,1.076322196806492,7.6322196806491975
Fashion Week,Facebook,25-34,Female,Mumbai,102127,1649,11274.02,17,4231.42,1.6146562613216877,6.836882959369315,1.0309278350515463,0.37532486193921955,-62.467513806078045
Flash Sale,Instagram,45-54,Female,Mumbai,128453,5539,16096.39,55,11100.26,4.312083018691661,2.906010110128182,0.9929590178732622,0.6896117700925487,-31.038822990745125
Festive Campaign,Facebook,25-34,Female,Pune,99458,4603,31056.49,148,28914.24,4.628084216453176,6.747010645231371,3.215294373234847,0.9310208590861363,-6.897914091386373
Summer Sale,Facebook,18-24,Female,Mumbai,27175,630,3629.57,24,3783.35,2.3183072677092915,5.761222222222223,3.8095238095238098,1.0423686552401523,4.236865524015234
Summer Sale,Google,45-54,Female,Chandigarh,134235,5678,16979.22,243,41694.63,4.22989533281186,2.990352236703065,4.2796759422331805,2.4556269369264307,145.5626936926431
New Product,Instagram,35-44,Male,Pune,69771,4297,22558.41,231,56675.49,6.158719238652162,5.249804514777752,5.3758436118222015,2.5123885061048186,151.23885061048185
Diwali Offer,Instagram,35-44,Female,Mumbai,142157,6166,33346.82,290,61858.4,4.337457881075149,5.408177100227052,4.703211157963023,1.8550014664066918,85.5001466406692
Tech Fest,Instagram,25-34,Female,Delhi,136300,7668,26796.96,310,71372.6,5.625825385179751,3.4946478873239437,4.042775169535733,2.6634588401072365,166.34588401072364
Flash Sale,Google,45-54,Female,Bangalore,101925,2954,24146.55,79,14505.06,2.8982094677458914,8.174187542315504,2.6743398781313474,0.6007094181156314,-39.929058188436855
Brand Awareness,Facebook,45-54,Male,Bangalore,81358,2260,17175.67,36,7496.45,2.77784606307923,7.599853982300885,1.592920353982301,0.4364575006389853,-56.35424993610146
Diwali Offer,Instagram,35-44,Female,Bangalore,62057,3651,23783.1,135,20894.45,5.883300836327892,6.514133114215283,3.697617091207888,0.8785419058070648,-12.145809419293524
Fashion Week,Instagram,45-54,Male,Pune,21150,758,3997.52,27,5906.64,3.5839243498817965,5.27377308707124,3.562005277044855,1.4775760971802518,47.757609718025186
College Offer,Facebook,45-54,Female,Mumbai,19425,782,3887.0,35,6295.25,4.025740025740026,4.970588235294118,4.475703324808184,1.6195652173913044,61.95652173913043
Festive Campaign,Instagram,45-54,Female,Hyderabad,31032,1699,10883.52,62,11281.3,5.474993555039958,6.4058387286639205,3.6492054149499706,1.0365488371409248,3.654883714092488
Flash Sale,Google,25-34,Male,Hyderabad,17198,887,5120.29,27,5694.44,5.157576462379346,5.7725930101465615,3.0439684329199546,1.1121323206302767,11.213232063027673
Diwali Offer,Facebook,45-54,Female,Hyderabad,133865,5044,14494.63,147,36908.66,3.7679751988944084,2.8736379857256145,2.9143536875495637,2.5463678617529393,154.63678617529393
Diwali Offer,Instagram,18-24,Male,Pune,38236,2728,15208.64,149,19215.17,7.13463751438435,5.575014662756598,5.461876832844575,1.2634377564331853,26.34377564331853
Festive Campaign,Instagram,25-34,Male,Chandigarh,102955,5817,42687.6,129,30374.86,5.6500412801709485,7.338421866941722,2.21763795771016,0.711561671305016,-28.8438328694984
New Product,Google,45-54,Female,Delhi,118145,4707,24737.35,47,7563.88,3.9840873502898977,5.255438708306777,0.9985128531973655,0.3057675943462012,-69.42324056537987
Tech Fest,Instagram,45-54,Female,Delhi,109914,6206,17449.66,204,37158.34,5.646232509052532,2.8117402513696423,3.287141475990976,2.1294592559396572,112.9459255939657
Tech Fest,Instagram,18-24,Female,Bangalore,117870,7251,52335.32,200,24613.57,6.151692542631713,7.217669286994897,2.7582402427251416,0.4703051400086978,-52.96948599913023
Diwali Offer,Google,25-34,Female,Bangalore,131243,5982,22182.35,164,26592.02,4.557957376774381,3.708182881979271,2.7415580073553993,1.1987918322450057,19.879183224500572
Winter Sale,Google,35-44,Male,Hyderabad,29596,1346,5453.62,42,7995.47,4.547911879983781,4.051723625557207,3.1203566121842496,1.4660849124068052,46.60849124068051
Diwali Offer,Google,35-44,Male,Hyderabad,147351,5389,18798.12,124,15855.22,3.6572537682133137,3.4882390053813324,2.3009834848766006,0.8434471106685136,-15.655288933148634
Diwali Offer,Google,25-34,Female,Bangalore,126496,4686,20999.33,216,40770.73,3.7044649633189985,4.481291079812207,4.609475032010243,1.9415252772350355,94.15252772350355
Festive Campaign,Instagram,45-54,Male,Mumbai,145273,5544,39032.58,185,46212.17,3.8162631734733914,7.040508658008658,3.336940836940837,1.1839383919792132,18.393839197921316
College Offer,Instagram,45-54,Male,Chandigarh,135674,10310,57904.21,555,74789.05,7.599097837463331,5.616315227934044,5.383123181377304,1.2915995227290038,29.15995227290037
Festive Campaign,Google,35-44,Female,Chandigarh,135307,4069,15174.47,132,29966.86,3.007235398020797,3.729287294175473,3.24404030474318,1.974820866890244,97.4820866890244
Flash Sale,Facebook,35-44,Male,Chandigarh,34063,908,7052.42,9,1596.19,2.665648944602648,7.7669823788546255,0.9911894273127754,0.2263322377283259,-77.3667762271674
Diwali Offer,Facebook,35-44,Male,Chandigarh,82642,2180,16954.93,77,16302.77,2.637883884707534,7.777490825688074,3.5321100917431196,0.9615356713357118,-3.8464328664288194
Tech Fest,Google,18-24,Female,Bangalore,105093,5857,45236.37,224,35041.02,5.573159011542158,7.723471060269763,3.8244835239883903,0.774620510001134,-22.537948999886606
Brand Awareness,Instagram,35-44,Male,Delhi,50954,2622,10311.74,117,16652.48,5.145817796443851,3.9327765064836004,4.462242562929062,1.6149049529953237,61.49049529953238
Tech Fest,Facebook,18-24,Female,Bangalore,42856,2141,11149.12,49,6980.77,4.995799887997014,5.207435777673984,2.288650163475012,0.6261274432421572,-37.387255675784274
Summer Sale,Instagram,25-34,Male,Chandigarh,17573,824,6929.79,12,1558.43,4.689011551812439,8.40993932038835,1.4563106796116505,0.2248884886843613,-77.51115113156388
New Product,Facebook,45-54,Female,Bangalore,50367,1931,13772.04,76,11095.28,3.8338594714793417,7.132076644225791,3.9357845675815644,0.8056380899271277,-19.436191007287228
Fashion Week,Instagram,35-44,Male,Chandigarh,114608,5154,13725.13,194,41320.2,4.49706826748569,2.663005432673651,3.7640667442762905,3.010550719738174,201.05507197381738
Flash Sale,Instagram,45-54,Male,Pune,75774,6118,17688.53,257,62563.23,8.074009554728535,2.8912275253350765,4.2007191892775415,3.5369377783230154,253.69377783230155
Flash Sale,Instagram,45-54,Female,Hyderabad,38752,1579,8342.79,32,7487.28,4.074628406275805,5.283590880303991,2.026599113362888,0.8974551678754947,-10.254483212450523
New Product,Facebook,35-44,Female,Delhi,70029,2711,21566.88,117,25262.5,3.871253337902869,7.955322759129473,4.315750645518259,1.1713562647911984,17.135626479119832
Brand Awareness,Facebook,35-44,Female,Pune,145282,6189,35476.65,109,14765.19,4.259990914221996,5.73221037324285,1.7611892066569719,0.41619459560020466,-58.380540439979534
Fashion Week,Facebook,25-34,Female,Mumbai,66693,2665,14622.52,133,21344.67,3.9959216109636695,5.486874296435272,4.9906191369606,1.4597121426402562,45.97121426402561
College Offer,Google,18-24,Male,Bangalore,131739,5635,17653.57,119,19441.38,4.277396974320437,3.132842945874002,2.111801242236025,1.1012718673899955,10.12718673899954
Diwali Offer,Instagram,18-24,Male,Mumbai,70961,3792,24423.06,172,26658.96,5.343780386409437,6.440680379746836,4.5358649789029535,1.0915487248526596,9.154872485265965
Fashion Week,Instagram,45-54,Male,Bangalore,141678,7866,58464.98,276,53019.82,5.552026426121205,7.432618866005594,3.508771929824561,0.9068645879978064,-9.313541200219351
Brand Awareness,Google,35-44,Female,Hyderabad,89532,3871,18513.14,152,29636.59,4.32359379886521,4.782521312322397,3.9266339447171275,1.6008408082043348,60.08408082043349
Winter Sale,Instagram,25-34,Male,Pune,96994,6456,46184.1,249,42321.05,6.6560818194939895,7.153671003717472,3.856877323420074,0.9163554123605311,-8.36445876394689
Summer Sale,Google,25-34,Male,Hyderabad,71133,5087,42155.26,233,39500.6,7.151392462007788,8.286860625122863,4.580302732455278,0.9370266011880841,-6.297339881191584
Fashion Week,Instagram,25-34,Female,Chandigarh,76268,3684,13714.05,131,30915.71,4.830335134001154,3.7225977198697064,3.5559174809989145,2.254309266773856,125.4309266773856
Fashion Week,Google,25-34,Female,Hyderabad,46653,1332,7512.45,16,3688.02,2.855121857115298,5.639977477477477,1.2012012012012012,0.4909210710221033,-50.907892897789665
Summer Sale,Instagram,25-34,Male,Hyderabad,136829,7380,31164.47,347,56592.72,5.393593463373993,4.222827913279133,4.70189701897019,1.8159371874445482,81.59371874445482
Diwali Offer,Google,18-24,Female,Chandigarh,143377,10890,79030.11,480,119006.58,7.595360483201629,7.257126721763085,4.40771349862259,1.5058384709321548,50.58384709321548
Fashion Week,Facebook,18-24,Male,Bangalore,16622,421,2511.5,8,2027.15,2.532787871495608,5.965558194774347,1.9002375296912115,0.8071471232331277,-19.285287676687236
Summer Sale,Google,18-24,Male,Chandigarh,63756,4123,26005.8,132,21878.2,6.466842336407554,6.307494542808635,3.2015522677661896,0.841281560267325,-15.871843973267497
Summer Sale,Instagram,35-44,Female,Pune,55809,4193,30556.42,79,13399.94,7.513125123188017,7.2874839017409965,1.8840925351776772,0.43853108446604677,-56.14689155339532
Summer Sale,Facebook,45-54,Male,Hyderabad,31725,899,4383.36,19,3624.99,2.8337273443656423,4.875817575083426,2.1134593993325916,0.8269888852387209,-17.3011114761279
Festive Campaign,Google,25-34,Female,Chandigarh,66226,3432,27423.53,226,56897.06,5.182254703590735,7.990539044289044,6.585081585081586,2.0747533231498645,107.47533231498643
Brand Awareness,Facebook,35-44,Female,Hyderabad,96182,5245,29886.92,251,60913.86,5.4532033020731525,5.698173498570067,4.785510009532888,2.0381444457976934,103.81444457976936
Festive Campaign,Facebook,25-34,Male,Pune,44402,1352,4661.33,33,4433.86,3.0449078870321156,3.4477292899408285,2.440828402366864,0.9512006229981571,-4.879937700184287
Winter Sale,Facebook,18-24,Male,Mumbai,19263,627,4185.47,14,2449.75,3.254944712661579,6.675390749601276,2.2328548644338118,0.5852986641882513,-41.47013358117488
College Offer,Facebook,35-44,Male,Pune,62924,1763,12798.62,42,8293.82,2.801792638738796,7.259568916619399,2.38230289279637,0.6480245526470823,-35.19754473529178
Festive Campaign,Facebook,18-24,Female,Delhi,89182,2035,8955.16,56,10664.56,2.2818505976542354,4.400570024570024,2.751842751842752,1.1908843616417797,19.08843616417797
Festive Campaign,Facebook,25-34,Male,Delhi,50737,1380,10547.44,13,1912.83,2.7199085480024436,7.643072463768116,0.9420289855072465,0.1813549069726872,-81.86450930273128
Brand Awareness,Google,25-34,Female,Delhi,116332,3526,27985.37,135,32431.64,3.0309802977684557,7.936860465116279,3.828701077708452,1.1588783710917525,15.88783710917526
College Offer,Instagram,45-54,Female,Hyderabad,104563,5793,24107.15,275,59062.22,5.540200644587474,4.1614275850163995,4.747108579319869,2.4499876592629155,144.99876592629158
New Product,Instagram,25-34,Male,Bangalore,143575,6570,55195.42,277,65734.09,4.576005572000696,8.401129375951294,4.216133942161339,1.1909337767517667,19.09337767517667
Summer Sale,Google,18-24,Female,Bangalore,116371,5563,18604.17,222,53330.39,4.780400615273565,3.344269279165917,3.990652525615675,2.8665825994924794,186.65825994924796
Flash Sale,Google,25-34,Male,Bangalore,53709,1414,5248.9,32,7192.63,2.6327058779720343,3.712093352192362,2.263083451202263,1.3703118748690204,37.03118748690203
College Offer,Facebook,45-54,Male,Hyderabad,36172,1409,5079.94,53,9618.94,3.8952781156695786,3.6053513129879344,3.7615330021291693,1.8935144903286263,89.35144903286262
Winter Sale,Facebook,45-54,Male,Pune,26555,1195,9397.41,48,9862.87,4.500094144228959,7.863941422594142,4.01673640167364,1.049530668556549,4.953066855654919
Diwali Offer,Instagram,18-24,Male,Bangalore,68276,2121,13629.03,45,6410.3,3.106508875739645,6.425756718528996,2.1216407355021216,0.4703416163879601,-52.965838361203986
Winter Sale,Instagram,35-44,Male,Mumbai,72492,4312,14715.24,148,31717.93,5.948242564696795,3.4126252319109462,3.4322820037105752,2.1554476855287446,115.54476855287446
